,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
35136,1853-05-01,13.735,1.329,Changchun,China,44.20N,125.22E
35137,1853-06-01,20.446,1.393,Changchun,China,44.20N,125.22E
35138,1853-07-01,24.748,1.134,Changchun,China,44.20N,125.22E
35139,1853-08-01,21.464,1.508,Changchun,China,44.20N,125.22E
35140,1853-09-01,15.376,1.36,Changchun,China,44.20N,125.22E
35141,1853-10-01,4.862,1.357,Changchun,China,44.20N,125.22E
35142,1853-11-01,-5.179,1.739,Changchun,China,44.20N,125.22E
35143,1853-12-01,-14.698,2.003,Changchun,China,44.20N,125.22E
35144,1854-01-01,-17.585,2.027,Changchun,China,44.20N,125.22E
35145,1854-02-01,-16.416,3.268,Changchun,China,44.20N,125.22E
35146,1854-03-01,-3.352,1.656,Changchun,China,44.20N,125.22E
35147,1854-04-01,7.004,1.507,Changchun,China,44.20N,125.22E
35148,1854-05-01,15.303,1.031,Changchun,China,44.20N,125.22E
35149,1854-06-01,20.733,1.64,Changchun,China,44.20N,125.22E
35150,1854-07-01,23.84,1.859,Changchun,China,44.20N,125.22E
35151,1854-08-01,21.356,1.846,Changchun,China,44.20N,125.22E
35152,1854-09-01,15.397,0.93,Changchun,China,44.20N,125.22E
35153,1854-10-01,7.66,2.085,Changchun,China,44.20N,125.22E
35154,1854-11-01,-3.623,1.312,Changchun,China,44.20N,125.22E
35155,1854-12-01,-12.367,3.562,Changchun,China,44.20N,125.22E
35156,1855-01-01,-13.557,2.627,Changchun,China,44.20N,125.22E
35157,1855-02-01,-11.689,2.952,Changchun,China,44.20N,125.22E
35158,1855-03-01,-2.551,1.461,Changchun,China,44.20N,125.22E
35159,1855-04-01,8.855,1.252,Changchun,China,44.20N,125.22E
35160,1855-05-01,13.766,1.9,Changchun,China,44.20N,125.22E
35161,1855-06-01,21.225,1.57,Changchun,China,44.20N,125.22E
35162,1855-07-01,23.594,0.79,Changchun,China,44.20N,125.22E
35163,1855-08-01,21.486,1.131,Changchun,China,44.20N,125.22E
35164,1855-09-01,15.541,1.074,Changchun,China,44.20N,125.22E
35165,1855-10-01,5.569,1.689,Changchun,China,44.20N,125.22E
35166,1855-11-01,-5.336,1.301,Changchun,China,44.20N,125.22E
35167,1855-12-01,-12.673,2.245,Changchun,China,44.20N,125.22E
35168,1856-01-01,-16.915,1.602,Changchun,China,44.20N,125.22E
35169,1856-02-01,-16.691,4.597,Changchun,China,44.20N,125.22E
35170,1856-03-01,-2.496,2.642,Changchun,China,44.20N,125.22E
35171,1856-04-01,6.87,1.461,Changchun,China,44.20N,125.22E
35172,1856-05-01,13.427,1.456,Changchun,China,44.20N,125.22E
35173,1856-06-01,21.39,2.078,Changchun,China,44.20N,125.22E
35174,1856-07-01,24.38,1.746,Changchun,China,44.20N,125.22E
35175,1856-08-01,21.927,1.487,Changchun,China,44.20N,125.22E
35176,1856-09-01,14.0,2.03,Changchun,China,44.20N,125.22E
35177,1856-10-01,5.535,1.305,Changchun,China,44.20N,125.22E
35178,1856-11-01,-3.805,1.698,Changchun,China,44.20N,125.22E
35179,1856-12-01,-12.689,2.487,Changchun,China,44.20N,125.22E
35180,1857-01-01,-18.638,3.074,Changchun,China,44.20N,125.22E
35181,1857-02-01,-12.349,2.386,Changchun,China,44.20N,125.22E
35182,1857-03-01,-3.658,2.23,Changchun,China,44.20N,125.22E
35183,1857-04-01,7.284,2.278,Changchun,China,44.20N,125.22E
35184,1857-05-01,12.473,1.61,Changchun,China,44.20N,125.22E
35185,1857-06-01,19.592,1.562,Changchun,China,44.20N,125.22E
35186,1857-07-01,22.959,1.331,Changchun,China,44.20N,125.22E
35187,1857-08-01,21.203,0.975,Changchun,China,44.20N,125.22E
35188,1857-09-01,14.82,1.07,Changchun,China,44.20N,125.22E
35189,1857-10-01,6.266,1.186,Changchun,China,44.20N,125.22E
35190,1857-11-01,-4.63,1.873,Changchun,China,44.20N,125.22E
35191,1857-12-01,-13.81,1.522,Changchun,China,44.20N,125.22E
35192,1858-01-01,-16.162,2.492,Changchun,China,44.20N,125.22E
35193,1858-02-01,-11.069,2.017,Changchun,China,44.20N,125.22E
35194,1858-03-01,-3.917,1.875,Changchun,China,44.20N,125.22E
35195,1858-04-01,7.654,2.08,Changchun,China,44.20N,125.22E
35196,1858-05-01,14.684,1.454,Changchun,China,44.20N,125.22E
35197,1858-06-01,19.941,1.44,Changchun,China,44.20N,125.22E
35198,1858-07-01,24.0,1.733,Changchun,China,44.20N,125.22E
35199,1858-08-01,21.396,1.286,Changchun,China,44.20N,125.22E
35200,1858-09-01,15.444,1.869,Changchun,China,44.20N,125.22E
35201,1858-10-01,6.559,1.535,Changchun,China,44.20N,125.22E
35202,1858-11-01,-3.918,2.184,Changchun,China,44.20N,125.22E
35203,1858-12-01,-15.075,2.441,Changchun,China,44.20N,125.22E
35204,1859-01-01,-17.173,1.588,Changchun,China,44.20N,125.22E
35205,1859-02-01,-14.382,1.884,Changchun,China,44.20N,125.22E
35206,1859-03-01,-3.298,1.222,Changchun,China,44.20N,125.22E
35207,1859-04-01,8.361,1.538,Changchun,China,44.20N,125.22E
35208,1859-05-01,15.034,0.996,Changchun,China,44.20N,125.22E
35209,1859-06-01,20.547,1.215,Changchun,China,44.20N,125.22E
35210,1859-07-01,22.084,1.201,Changchun,China,44.20N,125.22E
35211,1859-08-01,20.948,1.132,Changchun,China,44.20N,125.22E
35212,1859-09-01,14.661,1.135,Changchun,China,44.20N,125.22E
35213,1859-10-01,5.423,1.337,Changchun,China,44.20N,125.22E
35214,1859-11-01,-3.606,1.935,Changchun,China,44.20N,125.22E
35215,1859-12-01,-13.892,4.991,Changchun,China,44.20N,125.22E
35216,1860-01-01,-19.244,2.889,Changchun,China,44.20N,125.22E
35217,1860-02-01,-13.926,2.681,Changchun,China,44.20N,125.22E
35218,1860-03-01,-7.958,3.699,Changchun,China,44.20N,125.22E
35219,1860-04-01,6.172,1.324,Changchun,China,44.20N,125.22E
35220,1860-05-01,12.649,2.012,Changchun,China,44.20N,125.22E
35221,1860-06-01,19.554,1.19,Changchun,China,44.20N,125.22E
35222,1860-07-01,23.578,2.32,Changchun,China,44.20N,125.22E
35223,1860-08-01,22.318,1.264,Changchun,China,44.20N,125.22E
35224,1860-09-01,16.985,0.967,Changchun,China,44.20N,125.22E
35225,1860-10-01,5.606,1.037,Changchun,China,44.20N,125.22E
35226,1860-11-01,-7.819,1.849,Changchun,China,44.20N,125.22E
35227,1860-12-01,-16.621,2.427,Changchun,China,44.20N,125.22E
35228,1861-01-01,-21.802,4.347,Changchun,China,44.20N,125.22E
35229,1861-02-01,-15.386,1.833,Changchun,China,44.20N,125.22E
35230,1861-03-01,-3.524,1.082,Changchun,China,44.20N,125.22E
35231,1861-04-01,7.993,1.449,Changchun,China,44.20N,125.22E
35232,1861-05-01,13.717,1.483,Changchun,China,44.20N,125.22E
35233,1861-06-01,20.001,1.028,Changchun,China,44.20N,125.22E
35234,1861-07-01,23.214,1.782,Changchun,China,44.20N,125.22E
35235,1861-08-01,21.802,1.232,Changchun,China,44.20N,125.22E
35236,1861-09-01,14.488,1.141,Changchun,China,44.20N,125.22E
35237,1861-10-01,6.047,1.223,Changchun,China,44.20N,125.22E
35238,1861-11-01,-4.291,1.853,Changchun,China,44.20N,125.22E
35239,1861-12-01,-16.666,4.125,Changchun,China,44.20N,125.22E
35240,1862-01-01,-17.346,2.073,Changchun,China,44.20N,125.22E
35241,1862-02-01,-13.333,3.04,Changchun,China,44.20N,125.22E
35242,1862-03-01,-3.605,2.175,Changchun,China,44.20N,125.22E
35243,1862-04-01,5.641,2.809,Changchun,China,44.20N,125.22E
35244,1862-05-01,14.639,2.243,Changchun,China,44.20N,125.22E
35245,1862-06-01,21.641,2.179,Changchun,China,44.20N,125.22E
35246,1862-07-01,22.938,1.161,Changchun,China,44.20N,125.22E
35247,1862-08-01,22.404,3.312,Changchun,China,44.20N,125.22E
35248,1862-09-01,14.501,1.627,Changchun,China,44.20N,125.22E
35249,1862-10-01,6.004,1.702,Changchun,China,44.20N,125.22E
35250,1862-11-01,-6.187,1.513,Changchun,China,44.20N,125.22E
35251,1862-12-01,-16.77,3.293,Changchun,China,44.20N,125.22E
35252,1863-01-01,-15.491,3.977,Changchun,China,44.20N,125.22E
35253,1863-02-01,-10.641,4.194,Changchun,China,44.20N,125.22E
35254,1863-03-01,-2.403,1.449,Changchun,China,44.20N,125.22E
35255,1863-04-01,6.417,1.878,Changchun,China,44.20N,125.22E
35256,1863-05-01,13.6,2.057,Changchun,China,44.20N,125.22E
35257,1863-06-01,21.335,2.042,Changchun,China,44.20N,125.22E
35258,1863-07-01,24.472,1.704,Changchun,China,44.20N,125.22E
35259,1863-08-01,22.012,1.625,Changchun,China,44.20N,125.22E
35260,1863-09-01,14.384,0.964,Changchun,China,44.20N,125.22E
35261,1863-10-01,5.207,1.182,Changchun,China,44.20N,125.22E
35262,1863-11-01,-5.173,1.861,Changchun,China,44.20N,125.22E
35263,1863-12-01,-11.478,2.451,Changchun,China,44.20N,125.22E
35264,1864-01-01,-14.725,4.007,Changchun,China,44.20N,125.22E
35265,1864-02-01,-11.319,3.496,Changchun,China,44.20N,125.22E
35266,1864-03-01,-3.008,2.523,Changchun,China,44.20N,125.22E
35267,1864-04-01,6.948,0.82,Changchun,China,44.20N,125.22E
35268,1864-05-01,13.775,0.874,Changchun,China,44.20N,125.22E
35269,1864-06-01,19.511,1.647,Changchun,China,44.20N,125.22E
35270,1864-07-01,23.425,1.486,Changchun,China,44.20N,125.22E
35271,1864-08-01,21.056,0.837,Changchun,China,44.20N,125.22E
35272,1864-09-01,14.308,1.202,Changchun,China,44.20N,125.22E
35273,1864-10-01,5.556,1.75,Changchun,China,44.20N,125.22E
35274,1864-11-01,-3.817,1.958,Changchun,China,44.20N,125.22E
35275,1864-12-01,-16.855,2.587,Changchun,China,44.20N,125.22E
35276,1865-01-01,-16.01,1.635,Changchun,China,44.20N,125.22E
35277,1865-02-01,-15.178,3.515,Changchun,China,44.20N,125.22E
35278,1865-03-01,-5.204,1.595,Changchun,China,44.20N,125.22E
35279,1865-04-01,6.863,2.221,Changchun,China,44.20N,125.22E
35280,1865-05-01,15.064,1.864,Changchun,China,44.20N,125.22E
35281,1865-06-01,20.01,1.771,Changchun,China,44.20N,125.22E
35282,1865-07-01,23.401,1.985,Changchun,China,44.20N,125.22E
35283,1865-08-01,21.904,1.388,Changchun,China,44.20N,125.22E
35284,1865-09-01,15.827,1.23,Changchun,China,44.20N,125.22E
35285,1865-10-01,6.607,1.268,Changchun,China,44.20N,125.22E
35286,1865-11-01,-6.441,4.763,Changchun,China,44.20N,125.22E
35287,1865-12-01,-15.912,4.84,Changchun,China,44.20N,125.22E
35288,1866-01-01,-18.109,3.25,Changchun,China,44.20N,125.22E
35289,1866-02-01,-14.088,3.171,Changchun,China,44.20N,125.22E
35290,1866-03-01,-5.761,4.47,Changchun,China,44.20N,125.22E
35291,1866-04-01,6.607,1.037,Changchun,China,44.20N,125.22E
35292,1866-05-01,13.328,2.155,Changchun,China,44.20N,125.22E
35293,1866-06-01,20.91,1.343,Changchun,China,44.20N,125.22E
35294,1866-07-01,24.26,1.383,Changchun,China,44.20N,125.22E
35295,1866-08-01,21.537,1.178,Changchun,China,44.20N,125.22E
35296,1866-09-01,14.623,1.379,Changchun,China,44.20N,125.22E
35297,1866-10-01,7.104,1.598,Changchun,China,44.20N,125.22E
35298,1866-11-01,-2.964,2.168,Changchun,China,44.20N,125.22E
35299,1866-12-01,-11.772,1.928,Changchun,China,44.20N,125.22E
35300,1867-01-01,-18.051,1.971,Changchun,China,44.20N,125.22E
35301,1867-02-01,-15.248,3.71,Changchun,China,44.20N,125.22E
35302,1867-03-01,-4.002,2.471,Changchun,China,44.20N,125.22E
35303,1867-04-01,6.26,2.267,Changchun,China,44.20N,125.22E
35304,1867-05-01,13.664,1.083,Changchun,China,44.20N,125.22E
35305,1867-06-01,18.871,1.423,Changchun,China,44.20N,125.22E
35306,1867-07-01,24.211,2.363,Changchun,China,44.20N,125.22E
35307,1867-08-01,21.594,2.281,Changchun,China,44.20N,125.22E
35308,1867-09-01,14.583,1.332,Changchun,China,44.20N,125.22E
35309,1867-10-01,7.183,0.897,Changchun,China,44.20N,125.22E
35310,1867-11-01,-1.198,4.503,Changchun,China,44.20N,125.22E
35311,1867-12-01,-10.389,5.263,Changchun,China,44.20N,125.22E
35312,1868-01-01,-15.825,2.75,Changchun,China,44.20N,125.22E
35313,1868-02-01,-12.016,1.788,Changchun,China,44.20N,125.22E
35314,1868-03-01,-4.665,1.407,Changchun,China,44.20N,125.22E
35315,1868-04-01,8.386,2.48,Changchun,China,44.20N,125.22E
35316,1868-05-01,13.439,1.196,Changchun,China,44.20N,125.22E
35317,1868-06-01,19.757,0.779,Changchun,China,44.20N,125.22E
35318,1868-07-01,24.26,0.853,Changchun,China,44.20N,125.22E
35319,1868-08-01,20.747,1.174,Changchun,China,44.20N,125.22E
35320,1868-09-01,14.83,0.81,Changchun,China,44.20N,125.22E
35321,1868-10-01,7.634,1.296,Changchun,China,44.20N,125.22E
35322,1868-11-01,-6.05,1.883,Changchun,China,44.20N,125.22E
35323,1868-12-01,-12.754,2.89,Changchun,China,44.20N,125.22E
35324,1869-01-01,-15.37,2.267,Changchun,China,44.20N,125.22E
35325,1869-02-01,-9.486,1.517,Changchun,China,44.20N,125.22E
35326,1869-03-01,-3.858,1.83,Changchun,China,44.20N,125.22E
35327,1869-04-01,5.205,1.506,Changchun,China,44.20N,125.22E
35328,1869-05-01,14.302,1.22,Changchun,China,44.20N,125.22E
35329,1869-06-01,20.518,1.162,Changchun,China,44.20N,125.22E
35330,1869-07-01,23.052,1.084,Changchun,China,44.20N,125.22E
35331,1869-08-01,21.728,1.229,Changchun,China,44.20N,125.22E
35332,1869-09-01,15.592,0.655,Changchun,China,44.20N,125.22E
35333,1869-10-01,8.291,1.263,Changchun,China,44.20N,125.22E
35334,1869-11-01,-4.234,0.838,Changchun,China,44.20N,125.22E
35335,1869-12-01,-15.551,1.352,Changchun,China,44.20N,125.22E
35336,1870-01-01,-18.541,1.751,Changchun,China,44.20N,125.22E
35337,1870-02-01,-14.112,1.787,Changchun,China,44.20N,125.22E
35338,1870-03-01,-4.058,2.096,Changchun,China,44.20N,125.22E
35339,1870-04-01,5.588,1.395,Changchun,China,44.20N,125.22E
35340,1870-05-01,14.428,1.45,Changchun,China,44.20N,125.22E
35341,1870-06-01,19.84,1.304,Changchun,China,44.20N,125.22E
35342,1870-07-01,23.66,1.075,Changchun,China,44.20N,125.22E
35343,1870-08-01,21.313,1.162,Changchun,China,44.20N,125.22E
35344,1870-09-01,15.79,1.841,Changchun,China,44.20N,125.22E
35345,1870-10-01,5.834,2.156,Changchun,China,44.20N,125.22E
35346,1870-11-01,-4.877,2.339,Changchun,China,44.20N,125.22E
35347,1870-12-01,-15.124,1.711,Changchun,China,44.20N,125.22E
35348,1871-01-01,-18.542,1.701,Changchun,China,44.20N,125.22E
35349,1871-02-01,-14.293,2.56,Changchun,China,44.20N,125.22E
35350,1871-03-01,-2.805,1.976,Changchun,China,44.20N,125.22E
35351,1871-04-01,5.783,1.116,Changchun,China,44.20N,125.22E
35352,1871-05-01,12.867,2.087,Changchun,China,44.20N,125.22E
35353,1871-06-01,20.087,1.186,Changchun,China,44.20N,125.22E
35354,1871-07-01,23.759,1.282,Changchun,China,44.20N,125.22E
35355,1871-08-01,21.383,1.584,Changchun,China,44.20N,125.22E
35356,1871-09-01,15.157,1.18,Changchun,China,44.20N,125.22E
35357,1871-10-01,7.46,1.192,Changchun,China,44.20N,125.22E
35358,1871-11-01,-4.77,1.631,Changchun,China,44.20N,125.22E
35359,1871-12-01,-14.308,1.621,Changchun,China,44.20N,125.22E
35360,1872-01-01,-21.12,4.116,Changchun,China,44.20N,125.22E
35361,1872-02-01,-14.155,1.323,Changchun,China,44.20N,125.22E
35362,1872-03-01,-4.002,0.997,Changchun,China,44.20N,125.22E
35363,1872-04-01,5.843,2.324,Changchun,China,44.20N,125.22E
35364,1872-05-01,14.274,1.12,Changchun,China,44.20N,125.22E
35365,1872-06-01,20.724,1.775,Changchun,China,44.20N,125.22E
35366,1872-07-01,23.579,0.915,Changchun,China,44.20N,125.22E
35367,1872-08-01,21.093,2.051,Changchun,China,44.20N,125.22E
35368,1872-09-01,15.638,1.535,Changchun,China,44.20N,125.22E
35369,1872-10-01,6.847,0.966,Changchun,China,44.20N,125.22E
35370,1872-11-01,-4.115,1.452,Changchun,China,44.20N,125.22E
35371,1872-12-01,-14.309,2.342,Changchun,China,44.20N,125.22E
35372,1873-01-01,-19.138,3.383,Changchun,China,44.20N,125.22E
35373,1873-02-01,-12.951,2.889,Changchun,China,44.20N,125.22E
35374,1873-03-01,-4.751,2.603,Changchun,China,44.20N,125.22E
35375,1873-04-01,6.805,3.607,Changchun,China,44.20N,125.22E
35376,1873-05-01,13.713,1.229,Changchun,China,44.20N,125.22E
35377,1873-06-01,20.428,1.766,Changchun,China,44.20N,125.22E
35378,1873-07-01,23.261,0.866,Changchun,China,44.20N,125.22E
35379,1873-08-01,20.815,1.771,Changchun,China,44.20N,125.22E
35380,1873-09-01,14.047,1.839,Changchun,China,44.20N,125.22E
35381,1873-10-01,6.274,1.419,Changchun,China,44.20N,125.22E
35382,1873-11-01,-4.778,1.311,Changchun,China,44.20N,125.22E
35383,1873-12-01,-13.656,1.85,Changchun,China,44.20N,125.22E
35384,1874-01-01,-17.083,3.116,Changchun,China,44.20N,125.22E
35385,1874-02-01,-11.401,1.855,Changchun,China,44.20N,125.22E
35386,1874-03-01,-4.18,2.009,Changchun,China,44.20N,125.22E
35387,1874-04-01,7.871,1.424,Changchun,China,44.20N,125.22E
35388,1874-05-01,14.054,1.346,Changchun,China,44.20N,125.22E
35389,1874-06-01,20.468,1.407,Changchun,China,44.20N,125.22E
35390,1874-07-01,24.3,2.035,Changchun,China,44.20N,125.22E
35391,1874-08-01,22.452,1.029,Changchun,China,44.20N,125.22E
35392,1874-09-01,15.72,0.9,Changchun,China,44.20N,125.22E
35393,1874-10-01,6.378,1.231,Changchun,China,44.20N,125.22E
35394,1874-11-01,-4.455,1.183,Changchun,China,44.20N,125.22E
35395,1874-12-01,-13.379,0.943,Changchun,China,44.20N,125.22E
35396,1875-01-01,-16.731,1.233,Changchun,China,44.20N,125.22E
35397,1875-02-01,-11.735,1.22,Changchun,China,44.20N,125.22E
35398,1875-03-01,-0.876,1.472,Changchun,China,44.20N,125.22E
35399,1875-04-01,4.915,1.07,Changchun,China,44.20N,125.22E
35400,1875-05-01,14.752,0.774,Changchun,China,44.20N,125.22E
35401,1875-06-01,21.137,0.968,Changchun,China,44.20N,125.22E
35402,1875-07-01,24.125,1.589,Changchun,China,44.20N,125.22E
35403,1875-08-01,22.238,1.001,Changchun,China,44.20N,125.22E
35404,1875-09-01,15.316,0.818,Changchun,China,44.20N,125.22E
35405,1875-10-01,6.164,0.807,Changchun,China,44.20N,125.22E
35406,1875-11-01,-5.478,0.865,Changchun,China,44.20N,125.22E
35407,1875-12-01,-13.641,1.256,Changchun,China,44.20N,125.22E
35408,1876-01-01,-17.304,1.818,Changchun,China,44.20N,125.22E
35409,1876-02-01,-11.662,0.769,Changchun,China,44.20N,125.22E
35410,1876-03-01,-3.071,1.108,Changchun,China,44.20N,125.22E
35411,1876-04-01,8.608,1.934,Changchun,China,44.20N,125.22E
35412,1876-05-01,14.738,2.36,Changchun,China,44.20N,125.22E
35413,1876-06-01,20.707,1.402,Changchun,China,44.20N,125.22E
35414,1876-07-01,24.856,1.612,Changchun,China,44.20N,125.22E
35415,1876-08-01,22.78,0.802,Changchun,China,44.20N,125.22E
35416,1876-09-01,14.028,2.285,Changchun,China,44.20N,125.22E
35417,1876-10-01,8.324,1.716,Changchun,China,44.20N,125.22E
35418,1876-11-01,-5.039,1.828,Changchun,China,44.20N,125.22E
35419,1876-12-01,-16.172,2.304,Changchun,China,44.20N,125.22E
35420,1877-01-01,-16.649,1.881,Changchun,China,44.20N,125.22E
35421,1877-02-01,-13.996,2.557,Changchun,China,44.20N,125.22E
35422,1877-03-01,-2.177,1.18,Changchun,China,44.20N,125.22E
35423,1877-04-01,7.262,1.1,Changchun,China,44.20N,125.22E
35424,1877-05-01,14.011,1.276,Changchun,China,44.20N,125.22E
35425,1877-06-01,20.387,3.179,Changchun,China,44.20N,125.22E
35426,1877-07-01,23.994,0.602,Changchun,China,44.20N,125.22E
35427,1877-08-01,21.625,0.704,Changchun,China,44.20N,125.22E
35428,1877-09-01,15.606,1.23,Changchun,China,44.20N,125.22E
35429,1877-10-01,6.75,1.204,Changchun,China,44.20N,125.22E
35430,1877-11-01,-4.719,2.143,Changchun,China,44.20N,125.22E
35431,1877-12-01,-13.837,3.104,Changchun,China,44.20N,125.22E
35432,1878-01-01,-18.369,1.962,Changchun,China,44.20N,125.22E
35433,1878-02-01,-12.312,1.383,Changchun,China,44.20N,125.22E
35434,1878-03-01,-0.406,1.74,Changchun,China,44.20N,125.22E
35435,1878-04-01,7.204,1.111,Changchun,China,44.20N,125.22E
35436,1878-05-01,14.194,0.934,Changchun,China,44.20N,125.22E
35437,1878-06-01,21.434,1.878,Changchun,China,44.20N,125.22E
35438,1878-07-01,24.309,1.012,Changchun,China,44.20N,125.22E
35439,1878-08-01,22.612,1.513,Changchun,China,44.20N,125.22E
35440,1878-09-01,16.265,0.572,Changchun,China,44.20N,125.22E
35441,1878-10-01,6.301,1.213,Changchun,China,44.20N,125.22E
35442,1878-11-01,-7.433,1.391,Changchun,China,44.20N,125.22E
35443,1878-12-01,-17.806,3.523,Changchun,China,44.20N,125.22E
35444,1879-01-01,-18.355,0.598,Changchun,China,44.20N,125.22E
35445,1879-02-01,-13.408,1.679,Changchun,China,44.20N,125.22E
35446,1879-03-01,-5.388,1.373,Changchun,China,44.20N,125.22E
35447,1879-04-01,3.32,2.02,Changchun,China,44.20N,125.22E
35448,1879-05-01,13.482,1.541,Changchun,China,44.20N,125.22E
35449,1879-06-01,21.088,1.02,Changchun,China,44.20N,125.22E
35450,1879-07-01,24.49,1.827,Changchun,China,44.20N,125.22E
35451,1879-08-01,23.123,0.73,Changchun,China,44.20N,125.22E
35452,1879-09-01,16.076,1.209,Changchun,China,44.20N,125.22E
35453,1879-10-01,5.843,1.269,Changchun,China,44.20N,125.22E
35454,1879-11-01,-2.985,1.012,Changchun,China,44.20N,125.22E
35455,1879-12-01,-11.557,2.085,Changchun,China,44.20N,125.22E
35456,1880-01-01,-18.415,1.38,Changchun,China,44.20N,125.22E
35457,1880-02-01,-12.914,0.865,Changchun,China,44.20N,125.22E
35458,1880-03-01,-2.467,1.128,Changchun,China,44.20N,125.22E
35459,1880-04-01,6.362,0.582,Changchun,China,44.20N,125.22E
35460,1880-05-01,14.662,0.967,Changchun,China,44.20N,125.22E
35461,1880-06-01,19.806,0.706,Changchun,China,44.20N,125.22E
35462,1880-07-01,23.701,1.189,Changchun,China,44.20N,125.22E
35463,1880-08-01,22.731,2.0,Changchun,China,44.20N,125.22E
35464,1880-09-01,15.805,1.04,Changchun,China,44.20N,125.22E
35465,1880-10-01,5.16,1.509,Changchun,China,44.20N,125.22E
35466,1880-11-01,-3.698,3.368,Changchun,China,44.20N,125.22E
35467,1880-12-01,-13.672,1.047,Changchun,China,44.20N,125.22E
35468,1881-01-01,-18.406,1.841,Changchun,China,44.20N,125.22E
35469,1881-02-01,-14.292,1.288,Changchun,China,44.20N,125.22E
35470,1881-03-01,-5.109,0.833,Changchun,China,44.20N,125.22E
35471,1881-04-01,6.689,0.604,Changchun,China,44.20N,125.22E
35472,1881-05-01,14.44,0.91,Changchun,China,44.20N,125.22E
35473,1881-06-01,19.284,1.72,Changchun,China,44.20N,125.22E
35474,1881-07-01,23.536,0.929,Changchun,China,44.20N,125.22E
35475,1881-08-01,22.175,0.971,Changchun,China,44.20N,125.22E
35476,1881-09-01,16.583,0.504,Changchun,China,44.20N,125.22E
35477,1881-10-01,6.765,0.717,Changchun,China,44.20N,125.22E
35478,1881-11-01,-3.513,1.354,Changchun,China,44.20N,125.22E
35479,1881-12-01,-15.008,1.366,Changchun,China,44.20N,125.22E
35480,1882-01-01,-14.883,1.694,Changchun,China,44.20N,125.22E
35481,1882-02-01,-12.104,1.189,Changchun,China,44.20N,125.22E
